n_categories	svm_lin_tfidf_train_max	svm_lin_tfidf_train_avg	svm_lin_tfidf_train_min	svm_lin_tfidf_test_max	svm_lin_tfidf_test_avg	svm_lin_tfidf_test_min	svm_lin_tfidf_w2v_train_max	svm_lin_tfidf_w2v_train_avg	svm_lin_tfidf_w2v_train_min	svm_lin_tfidf_w2v_test_max	svm_lin_tfidf_w2v_test_avg	svm_lin_tfidf_w2v_test_min	svm_lin_tfidf_w2v_c_train_max	svm_lin_tfidf_w2v_c_train_avg	svm_lin_tfidf_w2v_c_train_min	svm_lin_tfidf_w2v_c_test_max	svm_lin_tfidf_w2v_c_test_avg	svm_lin_tfidf_w2v_c_test_min	svm_rbf_tfidf_train_max	svm_rbf_tfidf_train_avg	svm_rbf_tfidf_train_min	svm_rbf_tfidf_test_max	svm_rbf_tfidf_test_avg	svm_rbf_tfidf_test_min	svm_rbf_tfidf_w2v_train_max	svm_rbf_tfidf_w2v_train_avg	svm_rbf_tfidf_w2v_train_min	svm_rbf_tfidf_w2v_test_max	svm_rbf_tfidf_w2v_test_avg	svm_rbf_tfidf_w2v_test_min	svm_rbf_tfidf_w2v_c_train_max	svm_rbf_tfidf_w2v_c_train_avg	svm_rbf_tfidf_w2v_c_train_min	svm_rbf_tfidf_w2v_c_test_max	svm_rbf_tfidf_w2v_c_test_avg	svm_rbf_tfidf_w2v_c_test_min	knn_tfidf_train_max	knn_tfidf_train_avg	knn_tfidf_train_min	knn_tfidf_test_max	knn_tfidf_test_avg	knn_tfidf_test_min	knn_tfidf_w2v_train_max	knn_tfidf_w2v_train_avg	knn_tfidf_w2v_train_min	knn_tfidf_w2v_test_max	knn_tfidf_w2v_test_avg	knn_tfidf_w2v_test_min	knn_tfidf_w2v_c_train_max	knn_tfidf_w2v_c_train_avg	knn_tfidf_w2v_c_train_min	knn_tfidf_w2v_c_test_max	knn_tfidf_w2v_c_test_avg	knn_tfidf_w2v_c_test_min	rfc_tfidf_train_max	rfc_tfidf_train_avg	rfc_tfidf_train_min	rfc_tfidf_test_max	rfc_tfidf_test_avg	rfc_tfidf_test_min	rfc_tfidf_w2v_train_max	rfc_tfidf_w2v_train_avg	rfc_tfidf_w2v_train_min	rfc_tfidf_w2v_test_max	rfc_tfidf_w2v_test_avg	rfc_tfidf_w2v_test_min	rfc_tfidf_w2v_c_train_max	rfc_tfidf_w2v_c_train_avg	rfc_tfidf_w2v_c_train_min	rfc_tfidf_w2v_c_test_max	rfc_tfidf_w2v_c_test_avg	rfc_tfidf_w2v_c_test_min	mlp_relu_tfidf_train_max	mlp_relu_tfidf_train_avg	mlp_relu_tfidf_train_min	mlp_relu_tfidf_test_max	mlp_relu_tfidf_test_avg	mlp_relu_tfidf_test_min	mlp_relu_tfidf_w2v_train_max	mlp_relu_tfidf_w2v_train_avg	mlp_relu_tfidf_w2v_train_min	mlp_relu_tfidf_w2v_test_max	mlp_relu_tfidf_w2v_test_avg	mlp_relu_tfidf_w2v_test_min	mlp_relu_tfidf_w2v_c_train_max	mlp_relu_tfidf_w2v_c_train_avg	mlp_relu_tfidf_w2v_c_train_min	mlp_relu_tfidf_w2v_c_test_max	mlp_relu_tfidf_w2v_c_test_avg	mlp_relu_tfidf_w2v_c_test_min	mlp_logistic_tfidf_train_max	mlp_logistic_tfidf_train_avg	mlp_logistic_tfidf_train_min	mlp_logistic_tfidf_test_max	mlp_logistic_tfidf_test_avg	mlp_logistic_tfidf_test_min	mlp_logistic_tfidf_w2v_train_max	mlp_logistic_tfidf_w2v_train_avg	mlp_logistic_tfidf_w2v_train_min	mlp_logistic_tfidf_w2v_test_max	mlp_logistic_tfidf_w2v_test_avg	mlp_logistic_tfidf_w2v_test_min	mlp_logistic_tfidf_w2v_c_train_max	mlp_logistic_tfidf_w2v_c_train_avg	mlp_logistic_tfidf_w2v_c_train_min	mlp_logistic_tfidf_w2v_c_test_max	mlp_logistic_tfidf_w2v_c_test_avg	mlp_logistic_tfidf_w2v_c_test_min	mlp_tanh_tfidf_train_max	mlp_tanh_tfidf_train_avg	mlp_tanh_tfidf_train_min	mlp_tanh_tfidf_test_max	mlp_tanh_tfidf_test_avg	mlp_tanh_tfidf_test_min	mlp_tanh_tfidf_w2v_train_max	mlp_tanh_tfidf_w2v_train_avg	mlp_tanh_tfidf_w2v_train_min	mlp_tanh_tfidf_w2v_test_max	mlp_tanh_tfidf_w2v_test_avg	mlp_tanh_tfidf_w2v_test_min	mlp_tanh_tfidf_w2v_c_train_max	mlp_tanh_tfidf_w2v_c_train_avg	mlp_tanh_tfidf_w2v_c_train_min	mlp_tanh_tfidf_w2v_c_test_max	mlp_tanh_tfidf_w2v_c_test_avg	mlp_tanh_tfidf_w2v_c_test_min
12	93.55638166047088	93.55638166047088	93.55638166047088	73.77521613832853	73.77521613832853	73.77521613832853	93.92812887236678	93.92812887236678	93.92812887236678	74.06340057636888	74.06340057636888	74.06340057636888	94.05204460966543	94.05204460966543	94.05204460966543	74.63976945244957	74.63976945244957	74.63976945244957	93.80421313506815	93.80421313506815	93.80421313506815	60.51873198847262	60.51873198847262	60.51873198847262	83.8909541511772	83.8909541511772	83.8909541511772	72.62247838616715	72.62247838616715	72.62247838616715	84.2627013630731	84.2627013630731	84.2627013630731	72.91066282420749	72.91066282420749	72.91066282420749	86.2453531598513	86.2453531598513	86.2453531598513	74.35158501440922	74.35158501440922	74.35158501440922	83.39529120198264	83.39529120198264	83.39529120198264	73.77521613832853	73.77521613832853	73.77521613832853	83.39529120198264	83.39529120198264	83.39529120198264	72.91066282420749	72.91066282420749	72.91066282420749	94.05204460966543	94.05204460966543	94.05204460966543	68.87608069164266	68.87608069164266	68.87608069164266	94.05204460966543	94.05204460966543	94.05204460966543	65.70605187319885	65.70605187319885	65.70605187319885	94.05204460966543	94.05204460966543	94.05204460966543	66.85878962536023	66.85878962536023	66.85878962536023	94.05204460966543	94.05204460966543	94.05204460966543	75.21613832853026	75.21613832853026	75.21613832853026	91.07806691449815	91.07806691449815	91.07806691449815	72.91066282420749	72.91066282420749	72.91066282420749	94.05204460966543	94.05204460966543	94.05204460966543	74.63976945244957	74.63976945244957	74.63976945244957	93.92812887236678	93.92812887236678	93.92812887236678	74.06340057636888	74.06340057636888	74.06340057636888	89.59107806691449	89.59107806691449	89.59107806691449	77.23342939481267	77.23342939481267	77.23342939481267	93.80421313506815	93.80421313506815	93.80421313506815	76.36887608069163	76.36887608069163	76.36887608069163	94.05204460966543	94.05204460966543	94.05204460966543	76.0806916426513	76.0806916426513	76.0806916426513	92.19330855018588	92.19330855018588	92.19330855018588	77.23342939481267	77.23342939481267	77.23342939481267	94.05204460966543	94.05204460966543	94.05204460966543	76.657060518732	76.657060518732	76.657060518732
13	88.53893263342081	88.53893263342081	88.53893263342081	69.18367346938776	69.18367346938776	69.18367346938776	90.4636920384952	90.4636920384952	90.4636920384952	66.3265306122449	66.3265306122449	66.3265306122449	90.5511811023622	90.5511811023622	90.5511811023622	66.12244897959184	66.12244897959184	66.12244897959184	89.501312335958	89.501312335958	89.501312335958	55.306122448979586	55.306122448979586	55.306122448979586	81.45231846019247	81.45231846019247	81.45231846019247	68.36734693877551	68.36734693877551	68.36734693877551	81.80227471566054	81.80227471566054	81.80227471566054	68.77551020408164	68.77551020408164	68.77551020408164	78.91513560804898	78.91513560804898	78.91513560804898	66.93877551020408	66.93877551020408	66.93877551020408	78.4776902887139	78.4776902887139	78.4776902887139	67.9591836734694	67.9591836734694	67.9591836734694	78.21522309711287	78.21522309711287	78.21522309711287	67.55102040816327	67.55102040816327	67.55102040816327	90.81364829396325	90.81364829396325	90.81364829396325	59.38775510204082	59.38775510204082	59.38775510204082	90.81364829396325	90.81364829396325	90.81364829396325	58.77551020408164	58.77551020408164	58.77551020408164	90.81364829396325	90.81364829396325	90.81364829396325	56.12244897959183	56.12244897959183	56.12244897959183	90.81364829396325	90.81364829396325	90.81364829396325	65.3061224489796	65.3061224489796	65.3061224489796	90.5511811023622	90.5511811023622	90.5511811023622	63.26530612244898	63.26530612244898	63.26530612244898	90.81364829396325	90.81364829396325	90.81364829396325	65.91836734693878	65.91836734693878	65.91836734693878	90.72615923009624	90.72615923009624	90.72615923009624	65.51020408163265	65.51020408163265	65.51020408163265	89.93875765529309	89.93875765529309	89.93875765529309	65.10204081632654	65.10204081632654	65.10204081632654	90.72615923009624	90.72615923009624	90.72615923009624	66.3265306122449	66.3265306122449	66.3265306122449	90.81364829396325	90.81364829396325	90.81364829396325	65.3061224489796	65.3061224489796	65.3061224489796	90.63867016622922	90.63867016622922	90.63867016622922	63.26530612244898	63.26530612244898	63.26530612244898	90.72615923009624	90.72615923009624	90.72615923009624	65.3061224489796	65.3061224489796	65.3061224489796
14	95.22799575821846	95.22799575821846	95.22799575821846	76.04938271604938	76.04938271604938	76.04938271604938	96.07635206786851	96.07635206786851	96.07635206786851	75.55555555555556	75.55555555555556	75.55555555555556	96.18239660657476	96.18239660657476	96.18239660657476	75.30864197530865	75.30864197530865	75.30864197530865	95.75821845174973	95.75821845174973	95.75821845174973	65.18518518518519	65.18518518518519	65.18518518518519	86.53234358430541	86.53234358430541	86.53234358430541	73.08641975308642	73.08641975308642	73.08641975308642	86.63838812301167	86.63838812301167	86.63838812301167	73.08641975308642	73.08641975308642	73.08641975308642	83.13891834570519	83.13891834570519	83.13891834570519	72.34567901234567	72.34567901234567	72.34567901234567	82.18451749734889	82.18451749734889	82.18451749734889	71.35802469135803	71.35802469135803	71.35802469135803	82.50265111346765	82.50265111346765	82.50265111346765	71.35802469135803	71.35802469135803	71.35802469135803	96.18239660657476	96.18239660657476	96.18239660657476	68.88888888888889	68.88888888888889	68.88888888888889	96.18239660657476	96.18239660657476	96.18239660657476	67.1604938271605	67.1604938271605	67.1604938271605	96.18239660657476	96.18239660657476	96.18239660657476	64.93827160493827	64.93827160493827	64.93827160493827	96.18239660657476	96.18239660657476	96.18239660657476	77.03703703703704	77.03703703703704	77.03703703703704	96.18239660657476	96.18239660657476	96.18239660657476	75.06172839506173	75.06172839506173	75.06172839506173	96.18239660657476	96.18239660657476	96.18239660657476	76.5432098765432	76.5432098765432	76.5432098765432	96.18239660657476	96.18239660657476	96.18239660657476	75.80246913580247	75.80246913580247	75.80246913580247	95.54612937433721	95.54612937433721	95.54612937433721	75.06172839506173	75.06172839506173	75.06172839506173	96.18239660657476	96.18239660657476	96.18239660657476	78.02469135802468	78.02469135802468	78.02469135802468	96.18239660657476	96.18239660657476	96.18239660657476	77.03703703703704	77.03703703703704	77.03703703703704	96.18239660657476	96.18239660657476	96.18239660657476	75.30864197530865	75.30864197530865	75.30864197530865	96.18239660657476	96.18239660657476	96.18239660657476	77.53086419753087	77.53086419753087	77.53086419753087
15	98.23255813953489	98.23255813953489	98.23255813953489	81.12798264642083	81.12798264642083	81.12798264642083	98.88372093023256	98.88372093023256	98.88372093023256	81.99566160520607	81.99566160520607	81.99566160520607	98.88372093023256	98.88372093023256	98.88372093023256	82.4295010845987	82.4295010845987	82.4295010845987	98.79069767441861	98.79069767441861	98.79069767441861	73.31887201735357	73.31887201735357	73.31887201735357	88.27906976744187	88.27906976744187	88.27906976744187	77.44034707158352	77.44034707158352	77.44034707158352	89.02325581395348	89.02325581395348	89.02325581395348	77.22342733188721	77.22342733188721	77.22342733188721	87.90697674418605	87.90697674418605	87.90697674418605	80.26030368763557	80.26030368763557	80.26030368763557	87.72093023255813	87.72093023255813	87.72093023255813	74.40347071583514	74.40347071583514	74.40347071583514	88.0	88.0	88.0	75.70498915401302	75.70498915401302	75.70498915401302	98.88372093023256	98.88372093023256	98.88372093023256	75.92190889370933	75.92190889370933	75.92190889370933	98.88372093023256	98.88372093023256	98.88372093023256	72.0173535791757	72.0173535791757	72.0173535791757	98.88372093023256	98.88372093023256	98.88372093023256	70.28199566160521	70.28199566160521	70.28199566160521	98.88372093023256	98.88372093023256	98.88372093023256	84.59869848156181	84.59869848156181	84.59869848156181	98.88372093023256	98.88372093023256	98.88372093023256	80.91106290672451	80.91106290672451	80.91106290672451	98.88372093023256	98.88372093023256	98.88372093023256	83.29718004338395	83.29718004338395	83.29718004338395	98.88372093023256	98.88372093023256	98.88372093023256	83.94793926247289	83.94793926247289	83.94793926247289	98.79069767441861	98.79069767441861	98.79069767441861	81.77874186550976	81.77874186550976	81.77874186550976	98.88372093023256	98.88372093023256	98.88372093023256	83.29718004338395	83.29718004338395	83.29718004338395	98.88372093023256	98.88372093023256	98.88372093023256	84.3817787418655	84.3817787418655	84.3817787418655	98.88372093023256	98.88372093023256	98.88372093023256	79.82646420824295	79.82646420824295	79.82646420824295	98.88372093023256	98.88372093023256	98.88372093023256	83.94793926247289	83.94793926247289	83.94793926247289
16	94.78859390363816	94.78859390363816	94.78859390363816	77.52293577981652	77.52293577981652	77.52293577981652	95.77187807276303	95.77187807276303	95.77187807276303	78.6697247706422	78.6697247706422	78.6697247706422	95.77187807276303	95.77187807276303	95.77187807276303	80.27522935779817	80.27522935779817	80.27522935779817	95.28023598820059	95.28023598820059	95.28023598820059	58.944954128440365	58.944954128440365	58.944954128440365	85.6440511307768	85.6440511307768	85.6440511307768	77.98165137614679	77.98165137614679	77.98165137614679	86.62733529990167	86.62733529990167	86.62733529990167	77.75229357798165	77.75229357798165	77.75229357798165	83.38249754178958	83.38249754178958	83.38249754178958	76.37614678899082	76.37614678899082	76.37614678899082	82.20255653883972	82.20255653883972	82.20255653883972	76.37614678899082	76.37614678899082	76.37614678899082	82.59587020648968	82.59587020648968	82.59587020648968	76.37614678899082	76.37614678899082	76.37614678899082	95.77187807276303	95.77187807276303	95.77187807276303	71.55963302752293	71.55963302752293	71.55963302752293	95.77187807276303	95.77187807276303	95.77187807276303	68.80733944954129	68.80733944954129	68.80733944954129	95.77187807276303	95.77187807276303	95.77187807276303	67.20183486238533	67.20183486238533	67.20183486238533	95.77187807276303	95.77187807276303	95.77187807276303	80.5045871559633	80.5045871559633	80.5045871559633	95.77187807276303	95.77187807276303	95.77187807276303	77.75229357798165	77.75229357798165	77.75229357798165	95.77187807276303	95.77187807276303	95.77187807276303	81.42201834862385	81.42201834862385	81.42201834862385	95.77187807276303	95.77187807276303	95.77187807276303	80.5045871559633	80.5045871559633	80.5045871559633	95.08357915437561	95.08357915437561	95.08357915437561	78.89908256880734	78.89908256880734	78.89908256880734	95.67354965585054	95.67354965585054	95.67354965585054	81.19266055045871	81.19266055045871	81.19266055045871	95.77187807276303	95.77187807276303	95.77187807276303	80.73394495412845	80.73394495412845	80.73394495412845	95.77187807276303	95.77187807276303	95.77187807276303	77.98165137614679	77.98165137614679	77.98165137614679	95.77187807276303	95.77187807276303	95.77187807276303	79.58715596330275	79.58715596330275	79.58715596330275
17	83.51231838281743	83.51231838281743	83.51231838281743	54.78645066273933	54.78645066273933	54.78645066273933	85.66013897662665	85.66013897662665	85.66013897662665	51.546391752577314	51.546391752577314	51.546391752577314	85.78648136449779	85.78648136449779	85.78648136449779	51.39911634756995	51.39911634756995	51.39911634756995	85.21794061907771	85.21794061907771	85.21794061907771	43.74079528718704	43.74079528718704	43.74079528718704	71.50979153506	71.50979153506	71.50979153506	57.73195876288659	57.73195876288659	57.73195876288659	71.95198989260896	71.95198989260896	71.95198989260896	57.73195876288659	57.73195876288659	57.73195876288659	69.61465571699304	69.61465571699304	69.61465571699304	57.14285714285714	57.14285714285714	57.14285714285714	72.39418825015792	72.39418825015792	72.39418825015792	54.49189985272459	54.49189985272459	54.49189985272459	72.4573594440935	72.4573594440935	72.4573594440935	55.22827687776142	55.22827687776142	55.22827687776142	85.91282375236892	85.91282375236892	85.91282375236892	48.60088365243004	48.60088365243004	48.60088365243004	85.91282375236892	85.91282375236892	85.91282375236892	46.391752577319586	46.391752577319586	46.391752577319586	85.91282375236892	85.91282375236892	85.91282375236892	45.9499263622975	45.9499263622975	45.9499263622975	85.91282375236892	85.91282375236892	85.91282375236892	52.724594992636234	52.724594992636234	52.724594992636234	85.78648136449779	85.78648136449779	85.78648136449779	51.546391752577314	51.546391752577314	51.546391752577314	85.91282375236892	85.91282375236892	85.91282375236892	53.75552282768778	53.75552282768778	53.75552282768778	85.91282375236892	85.91282375236892	85.91282375236892	52.13549337260678	52.13549337260678	52.13549337260678	84.71257106759317	84.71257106759317	84.71257106759317	52.57731958762887	52.57731958762887	52.57731958762887	85.91282375236892	85.91282375236892	85.91282375236892	52.8718703976436	52.8718703976436	52.8718703976436	85.91282375236892	85.91282375236892	85.91282375236892	52.724594992636234	52.724594992636234	52.724594992636234	85.78648136449779	85.78648136449779	85.78648136449779	52.43004418262151	52.43004418262151	52.43004418262151	85.91282375236892	85.91282375236892	85.91282375236892	53.46097201767305	53.46097201767305	53.46097201767305
18	82.01725282017253	82.01725282017253	82.01725282017253	62.22910216718266	62.22910216718266	62.22910216718266	84.20703384207033	84.20703384207033	84.20703384207033	57.43034055727554	57.43034055727554	57.43034055727554	84.2733908427339	84.2733908427339	84.2733908427339	58.04953560371517	58.04953560371517	58.04953560371517	83.67617783676178	83.67617783676178	83.67617783676178	46.28482972136223	46.28482972136223	46.28482972136223	69.14399469143994	69.14399469143994	69.14399469143994	57.73993808049536	57.73993808049536	57.73993808049536	69.9402786994028	69.9402786994028	69.9402786994028	58.04953560371517	58.04953560371517	58.04953560371517	71.13470471134706	71.13470471134706	71.13470471134706	59.133126934984524	59.133126934984524	59.133126934984524	70.47113470471135	70.47113470471135	70.47113470471135	58.978328173374614	58.978328173374614	58.978328173374614	70.3384207033842	70.3384207033842	70.3384207033842	59.44272445820433	59.44272445820433	59.44272445820433	84.40610484406105	84.40610484406105	84.40610484406105	54.33436532507739	54.33436532507739	54.33436532507739	84.40610484406105	84.40610484406105	84.40610484406105	46.43962848297213	46.43962848297213	46.43962848297213	84.40610484406105	84.40610484406105	84.40610484406105	47.368421052631575	47.368421052631575	47.368421052631575	84.40610484406105	84.40610484406105	84.40610484406105	58.82352941176471	58.82352941176471	58.82352941176471	84.2733908427339	84.2733908427339	84.2733908427339	57.73993808049536	57.73993808049536	57.73993808049536	84.33974784339749	84.33974784339749	84.33974784339749	59.75232198142415	59.75232198142415	59.75232198142415	84.40610484406105	84.40610484406105	84.40610484406105	60.216718266253864	60.216718266253864	60.216718266253864	83.07896483078964	83.07896483078964	83.07896483078964	61.30030959752322	61.30030959752322	61.30030959752322	84.33974784339749	84.33974784339749	84.33974784339749	60.371517027863774	60.371517027863774	60.371517027863774	84.40610484406105	84.40610484406105	84.40610484406105	59.44272445820433	59.44272445820433	59.44272445820433	84.33974784339749	84.33974784339749	84.33974784339749	57.585139318885446	57.585139318885446	57.585139318885446	84.33974784339749	84.33974784339749	84.33974784339749	60.99071207430341	60.99071207430341	60.99071207430341
19	80.22113022113022	80.22113022113022	80.22113022113022	54.7925608011445	54.7925608011445	54.7925608011445	82.43243243243244	82.43243243243244	82.43243243243244	52.21745350500715	52.21745350500715	52.21745350500715	82.55528255528255	82.55528255528255	82.55528255528255	52.78969957081545	52.78969957081545	52.78969957081545	82.12530712530712	82.12530712530712	82.12530712530712	41.77396280400572	41.77396280400572	41.77396280400572	69.84029484029483	69.84029484029483	69.84029484029483	55.07868383404863	55.07868383404863	55.07868383404863	70.63882063882065	70.63882063882065	70.63882063882065	55.36480686695279	55.36480686695279	55.36480686695279	69.77886977886978	69.77886977886978	69.77886977886978	57.93991416309014	57.93991416309014	57.93991416309014	70.33169533169533	70.33169533169533	70.33169533169533	53.934191702432045	53.934191702432045	53.934191702432045	70.63882063882065	70.63882063882065	70.63882063882065	53.79113018597997	53.79113018597997	53.79113018597997	82.61670761670761	82.61670761670761	82.61670761670761	50.786838340486405	50.786838340486405	50.786838340486405	82.61670761670761	82.61670761670761	82.61670761670761	44.49213161659514	44.49213161659514	44.49213161659514	82.61670761670761	82.61670761670761	82.61670761670761	44.77825464949928	44.77825464949928	44.77825464949928	82.55528255528255	82.55528255528255	82.55528255528255	53.0758226037196	53.0758226037196	53.0758226037196	82.43243243243244	82.43243243243244	82.43243243243244	51.931330472103	51.931330472103	51.931330472103	82.49385749385749	82.49385749385749	82.49385749385749	55.07868383404863	55.07868383404863	55.07868383404863	82.55528255528255	82.55528255528255	82.55528255528255	53.648068669527895	53.648068669527895	53.648068669527895	80.28255528255528	80.28255528255528	80.28255528255528	55.50786838340487	55.50786838340487	55.50786838340487	82.61670761670761	82.61670761670761	82.61670761670761	54.93562231759657	54.93562231759657	54.93562231759657	82.55528255528255	82.55528255528255	82.55528255528255	54.36337625178827	54.36337625178827	54.36337625178827	82.43243243243244	82.43243243243244	82.43243243243244	50.786838340486405	50.786838340486405	50.786838340486405	82.43243243243244	82.43243243243244	82.43243243243244	54.220314735336196	54.220314735336196	54.220314735336196
20	88.11813186813187	88.11813186813187	88.11813186813187	65.28	65.28	65.28	90.4532967032967	90.4532967032967	90.4532967032967	60.96	60.96	60.96	90.52197802197803	90.52197802197803	90.52197802197803	62.239999999999995	62.239999999999995	62.239999999999995	89.56043956043956	89.56043956043956	89.56043956043956	50.080000000000005	50.080000000000005	50.080000000000005	77.88461538461539	77.88461538461539	77.88461538461539	64.8	64.8	64.8	78.70879120879121	78.70879120879121	78.70879120879121	64.64	64.64	64.64	76.30494505494505	76.30494505494505	76.30494505494505	64.16	64.16	64.16	75.54945054945054	75.54945054945054	75.54945054945054	64.48	64.48	64.48	75.7554945054945	75.7554945054945	75.7554945054945	65.28	65.28	65.28	90.72802197802197	90.72802197802197	90.72802197802197	57.440000000000005	57.440000000000005	57.440000000000005	90.72802197802197	90.72802197802197	90.72802197802197	51.68000000000001	51.68000000000001	51.68000000000001	90.72802197802197	90.72802197802197	90.72802197802197	50.4	50.4	50.4	90.72802197802197	90.72802197802197	90.72802197802197	62.4	62.4	62.4	90.52197802197803	90.52197802197803	90.52197802197803	60.160000000000004	60.160000000000004	60.160000000000004	90.65934065934066	90.65934065934066	90.65934065934066	64.8	64.8	64.8	90.65934065934066	90.65934065934066	90.65934065934066	63.68000000000001	63.68000000000001	63.68000000000001	88.9423076923077	88.9423076923077	88.9423076923077	65.28	65.28	65.28	90.72802197802197	90.72802197802197	90.72802197802197	64.16	64.16	64.16	90.72802197802197	90.72802197802197	90.72802197802197	63.839999999999996	63.839999999999996	63.839999999999996	90.24725274725274	90.24725274725274	90.24725274725274	62.4	62.4	62.4	90.59065934065934	90.59065934065934	90.59065934065934	63.04	63.04	63.04
21	90.21739130434783	90.21739130434783	90.21739130434783	66.40253565768622	66.40253565768622	66.40253565768622	92.59510869565217	92.59510869565217	92.59510869565217	65.9270998415214	65.9270998415214	65.9270998415214	92.59510869565217	92.59510869565217	92.59510869565217	66.08557844690966	66.08557844690966	66.08557844690966	91.64402173913044	91.64402173913044	91.64402173913044	49.128367670364504	49.128367670364504	49.128367670364504	81.38586956521739	81.38586956521739	81.38586956521739	68.93819334389858	68.93819334389858	68.93819334389858	81.99728260869566	81.99728260869566	81.99728260869566	69.57210776545166	69.57210776545166	69.57210776545166	76.63043478260869	76.63043478260869	76.63043478260869	67.82884310618067	67.82884310618067	67.82884310618067	76.15489130434783	76.15489130434783	76.15489130434783	66.24405705229795	66.24405705229795	66.24405705229795	76.3586956521739	76.3586956521739	76.3586956521739	66.71949286846277	66.71949286846277	66.71949286846277	92.66304347826086	92.66304347826086	92.66304347826086	61.014263074484944	61.014263074484944	61.014263074484944	92.66304347826086	92.66304347826086	92.66304347826086	55.467511885895405	55.467511885895405	55.467511885895405	92.66304347826086	92.66304347826086	92.66304347826086	55.150554675118855	55.150554675118855	55.150554675118855	92.66304347826086	92.66304347826086	92.66304347826086	66.87797147385103	66.87797147385103	66.87797147385103	92.59510869565217	92.59510869565217	92.59510869565217	65.9270998415214	65.9270998415214	65.9270998415214	92.59510869565217	92.59510869565217	92.59510869565217	67.98732171156894	67.98732171156894	67.98732171156894	92.66304347826086	92.66304347826086	92.66304347826086	66.40253565768622	66.40253565768622	66.40253565768622	91.50815217391305	91.50815217391305	91.50815217391305	67.51188589540412	67.51188589540412	67.51188589540412	92.66304347826086	92.66304347826086	92.66304347826086	67.82884310618067	67.82884310618067	67.82884310618067	92.66304347826086	92.66304347826086	92.66304347826086	66.87797147385103	66.87797147385103	66.87797147385103	92.59510869565217	92.59510869565217	92.59510869565217	65.61014263074485	65.61014263074485	65.61014263074485	92.66304347826086	92.66304347826086	92.66304347826086	66.40253565768622	66.40253565768622	66.40253565768622
22	89.51768488745981	89.51768488745981	89.51768488745981	70.31484257871064	70.31484257871064	70.31484257871064	90.80385852090032	90.80385852090032	90.80385852090032	68.66566716641678	68.66566716641678	68.66566716641678	90.86816720257235	90.86816720257235	90.86816720257235	69.26536731634184	69.26536731634184	69.26536731634184	90.35369774919614	90.35369774919614	90.35369774919614	57.5712143928036	57.5712143928036	57.5712143928036	79.67845659163987	79.67845659163987	79.67845659163987	70.31484257871064	70.31484257871064	70.31484257871064	80.2572347266881	80.2572347266881	80.2572347266881	70.76461769115441	70.76461769115441	70.76461769115441	79.42122186495176	79.42122186495176	79.42122186495176	70.61469265367316	70.61469265367316	70.61469265367316	77.55627009646302	77.55627009646302	77.55627009646302	67.9160419790105	67.9160419790105	67.9160419790105	77.68488745980707	77.68488745980707	77.68488745980707	68.21589205397302	68.21589205397302	68.21589205397302	90.93247588424437	90.93247588424437	90.93247588424437	66.26686656671664	66.26686656671664	66.26686656671664	90.93247588424437	90.93247588424437	90.93247588424437	61.91904047976012	61.91904047976012	61.91904047976012	90.93247588424437	90.93247588424437	90.93247588424437	59.820089955022496	59.820089955022496	59.820089955022496	90.93247588424437	90.93247588424437	90.93247588424437	69.11544227886057	69.11544227886057	69.11544227886057	90.93247588424437	90.93247588424437	90.93247588424437	67.9160419790105	67.9160419790105	67.9160419790105	90.93247588424437	90.93247588424437	90.93247588424437	70.16491754122939	70.16491754122939	70.16491754122939	90.93247588424437	90.93247588424437	90.93247588424437	70.31484257871064	70.31484257871064	70.31484257871064	90.48231511254019	90.48231511254019	90.48231511254019	70.76461769115441	70.76461769115441	70.76461769115441	90.93247588424437	90.93247588424437	90.93247588424437	71.66416791604198	71.66416791604198	71.66416791604198	90.93247588424437	90.93247588424437	90.93247588424437	69.86506746626686	69.86506746626686	69.86506746626686	90.93247588424437	90.93247588424437	90.93247588424437	66.56671664167916	66.56671664167916	66.56671664167916	90.93247588424437	90.93247588424437	90.93247588424437	71.66416791604198	71.66416791604198	71.66416791604198
